,plot,Pass,Range,Rep,New_Pedigree,Old_Pedigree,Old_Source,Shared,RPlant.L2.End.Angle,RPlant.L2.End.Length,RPlant.L2.Mid.Angle,RPlant.L2.Mid.Length,RPlant.L2.Stem.Angle,A1,N1,A2,N2,a,b,c,d,total_blade_length,upblade_length,downblade_length,curled
485,MIH119_2236,21,19,2,PHW65_MoG_0569/PHT69,Mo44_PHW65_0471/PHT69,WIPV17/30755,,70.0,52.0,45.0,54.0,29.0,0.05346799912955994,1.8040477552714238,-0.45093774075489734,1.609484935974601,38.18376618407357,48.86401628086724,38.18376618407356,17.785047452934773,79.37750053658799,55.883999132544986,23.493501404043005,0.0
486,MIH119_2237,20,19,2,PHW65_MoG_0569/PHT69,PHW65_MoG_0064/PHT69,WIPV17/30409,,76.0,57.0,50.0,52.0,30.0,0.016628584069774726,2.064177772475911,-0.1339419719962914,1.8209422144055756,39.834311042186854,55.3068563977318,33.42495570370004,13.789548049181061,80.29780093103577,54.38527496816234,25.912525962873435,0.0
487,MIH119_2238,19,19,2,PHW65_MoG_0572/PHT69,PHW65_MoG_0575/PHT69,WIPV17/31186,,90.0,53.0,55.0,44.0,30.0,0.007928760271819324,2.25,-0.0724124654961008,2.0679352897199665,36.04268994871564,53.0,25.237363199446026,0.0,78.04650290107082,46.15135763736455,31.895145263706286,0.0
488,MIH119_2239,18,19,2,PHW65_MoG_0572/PHT69,PHW65_MoG_0572/PHT69,WIPV17/31185,1.0,85.0,36.0,51.0,38.0,36.0,0.0757921955753796,1.699690119896105,-1.374457853430532,1.4715364091894738,29.531546535364896,35.86300913130284,23.914174859893826,3.137606738915694,60.889710761967734,39.006238188422955,21.88347257354479,0.0
489,MIH119_2240,17,19,2,PHW65_MoG_0583/PHT69,PHW65_MoG_0583/PHT69,WIPV17/30587,1.0,80.0,51.0,47.0,54.0,28.0,0.022195332564230365,2.016832213552727,-0.36892303273898136,1.823822358078869,39.49309988743521,50.22519540362261,36.827911443374916,8.856057061013447,87.14750603422843,56.46417243087509,30.683333603353333,0.0
490,MIH119_2241,16,19,2,PHW65_MoG_0588/PHT69,PHW65_MoG_0588/PHT69,WIPV17/31188,1.0,90.0,52.0,52.0,46.0,24.0,0.00878410189232369,2.25,-0.10907428867695307,2.0164811894183883,36.248494665909206,52.0,28.32042786498028,0.0,82.21685371118816,48.43197037953867,33.7848833316495,0.0
491,MIH119_2242,15,19,2,PHW65_MoG_0591/PHT69,PHW65_MoG_0591/PHT69,WIPV17/31189,1.0,86.0,54.0,52.0,48.0,35.0,0.038592110642104493,1.8279460907627938,-0.30396030051730183,1.6000421885204035,37.82451617312265,53.86845871403051,29.5517508156316,3.7668495821827666,80.58950426471009,49.550053642764986,31.039450621945107,0.0
492,MIH119_2243,14,19,2,PHW65_MoG_0620/PHT69,PHW65_MoG_0629/PHT69,WIPV17/30594,,90.0,46.0,51.0,42.0,35.0,0.05655150695900104,1.7636159126370383,-0.4629989890063837,1.560257228705848,32.640130381192776,46.0,26.431456424093174,0.0,73.38068020296123,43.24925390791941,30.131426295041827,0.0
493,MIH119_2244,13,19,2,PHW65_MoG_0620/PHT69,PHW65_MoG_0620/PHT69,WIPV17/31191,1.0,70.0,44.0,35.0,46.0,23.0,0.17040616759315805,1.649585585458971,-0.4894151383823889,1.4170756984925132,26.384516072148124,41.34647531457997,37.68099403729362,15.048886306329424,74.67701851119342,47.19462357966888,27.482394931524542,0.0
494,MIH119_2245,12,19,2,PHW65_MoG_0622/PHT69,PHW65_MoG_0622/PHT69,WIPV17/30593,1.0,75.0,51.0,38.0,50.0,30.0,0.3814864185640099,1.3532264003329157,-1.0246489604200217,1.1113595000971517,30.783073766282914,49.262217140742486,39.40053768033609,13.199771300228559,82.6264833892325,50.52446923830778,32.10201415092473,0.0
495,MIH119_2246,11,19,2,PHW65_MoG_0633/PHT69,PHW65_MoG_0633/PHT69,WIPV17/31195,1.0,90.0,49.0,63.0,41.0,35.0,0.0056732896205747,2.25,-0.11911191357814974,2.002035734729148,36.531267491723085,49.0,18.613610489321417,0.0,65.87920716791741,42.459298887317054,23.419908280600364,0.0
496,MIH119_2247,10,19,2,PHW65_MoG_0651/PHT69,PHW65_MoG_0651/PHT69,WIPV17/31196,1.0,90.0,41.0,45.0,40.0,30.0,0.08657556117506478,1.732050807568877,-0.6414048338617706,1.48904404074274,28.284271247461902,41.0,28.2842712474619,0.0,72.63711885285949,41.23401039483192,31.403108458027575,0.0
497,MIH119_2248,9,19,2,PHW65_MoG_0660/PHT69,PHW65_MoG_0660/PHT69,WIPV17/31197,1.0,80.0,50.0,40.0,46.0,26.0,0.10389397807543253,1.7204091972705478,-0.326184409511239,1.476748118567968,29.568230045580812,49.2403876506104,35.23804438347299,8.682408883346517,81.02006440434457,47.41971867769826,33.600345726646296,0.0
498,MIH119_2249,8,19,2,PHW65_MoG_0662/PHT69,PHW65_MoG_0662/PHT69,WIPV17/31198,1.0,90.0,57.0,55.0,43.0,35.0,0.017263498533464608,2.0396067291614752,-0.09800181699264043,1.7943560351486807,35.22353790442665,57.0,24.66378676309498,0.0,78.75400890187038,44.69816201908566,34.05584688278472,0.0
499,MIH119_2250,7,19,2,PHW65_MoG_0696/PHT69,PHW65_MoG_0675/PHT69,WIPV17/31199,,74.0,66.0,43.0,39.0,30.0,0.14250486069717483,1.6151635080148976,-0.012402662115451794,1.8645611875310355,26.59793604243744,63.44327193192905,28.522794363147646,18.192065483921944,78.5815543118106,39.961775500344984,38.61977881146563,0.0
